,OWASP SQL Injection Prevention Cheat Sheet,application_security,Framework,appsec_engineer,sql_injection_prevention,High,owasp
,OWASP LDAP Injection Prevention Cheat Sheet,application_security,Framework,appsec_engineer,ldap_injection_prevention,High,owasp
,OWASP Command Injection Prevention Cheat Sheet,application_security,Framework,appsec_engineer,command_injection_prevention,High,owasp
,OWASP XML External Entity Prevention Cheat Sheet,application_security,Framework,appsec_engineer,xxe_prevention,High,owasp
,OWASP Deserialization Cheat Sheet,application_security,Framework,appsec_engineer,deserialization_security,High,owasp
,OWASP Mass Assignment Cheat Sheet,application_security,Framework,appsec_engineer,mass_assignment_prevention,High,owasp
,OWASP Cross-Site Scripting Prevention Cheat Sheet,application_security,Framework,appsec_engineer,xss_prevention,High,owasp
,OWASP Cross-Site Request Forgery Prevention Cheat Sheet,application_security,Framework,appsec_engineer,csrf_prevention,High,owasp
,OWASP Clickjacking Defense Cheat Sheet,application_security,Framework,appsec_engineer,clickjacking_prevention,High,owasp
,OWASP DOM based XSS Prevention Cheat Sheet,application_security,Framework,appsec_engineer,dom_xss_prevention,High,owasp
,OWASP Content Security Policy Cheat Sheet,application_security,Framework,appsec_engineer,csp_implementation,High,owasp
,OWASP HTTP Strict Transport Security Cheat Sheet,application_security,Framework,appsec_engineer,hsts_implementation,High,owasp
,OWASP Secure Headers Cheat Sheet,application_security,Framework,appsec_engineer,security_headers,High,owasp
,OWASP Transport Layer Protection Cheat Sheet,application_security,Framework,appsec_engineer,tls_security,High,owasp
,OWASP Configuration Cheat Sheet,application_security,Framework,appsec_engineer,secure_configuration,High,owasp
,OWASP Access Control Cheat Sheet,application_security,Framework,appsec_engineer,access_control,High,owasp
,OWASP Business Logic Security Cheat Sheet,application_security,Framework,appsec_engineer,business_logic_security,High,owasp
,OWASP Resource Exhaustion Cheat Sheet,application_security,Framework,appsec_engineer,resource_exhaustion_prevention,High,owasp
,OWASP Denial of Service Cheat Sheet,application_security,Framework,appsec_engineer,dos_prevention,High,owasp
,OWASP Memory Management Cheat Sheet,application_security,Framework,appsec_engineer,memory_security,High,owasp
,OWASP Buffer Overflow Cheat Sheet,application_security,Framework,appsec_engineer,buffer_overflow_prevention,High,owasp
,OWASP Integer Overflow Cheat Sheet,application_security,Framework,appsec_engineer,integer_overflow_prevention,High,owasp
,OWASP Race Condition Cheat Sheet,application_security,Framework,appsec_engineer,race_condition_prevention,High,owasp
,OWASP Time of Check Time of Use Cheat Sheet,application_security,Framework,appsec_engineer,toc_tou_prevention,High,owasp
,OWASP Insecure Direct Object Reference Prevention Cheat Sheet,application_security,Framework,appsec_engineer,idor_prevention,High,owasp
,OWASP Security Misconfiguration Cheat Sheet,application_security,Framework,appsec_engineer,secure_configuration,High,owasp
,OWASP Sensitive Data Exposure Cheat Sheet,application_security,Framework,appsec_engineer,data_protection,High,owasp
,OWASP Insufficient Logging and Monitoring Cheat Sheet,application_security,Framework,appsec_engineer,security_monitoring,High,owasp
,OWASP Using Components with Known Vulnerabilities Cheat Sheet,application_security,Framework,appsec_engineer,dependency_security,High,owasp
,OWASP Underprotected APIs Cheat Sheet,application_security,Framework,appsec_engineer,api_security,High,owasp
,OWASP Insufficient Attack Protection Cheat Sheet,application_security,Framework,appsec_engineer,attack_protection,High,owasp
,OWASP Server-Side Request Forgery Cheat Sheet,application_security,Framework,appsec_engineer,ssrf_prevention,High,owasp
,OWASP Insecure Deserialization Cheat Sheet,application_security,Framework,appsec_engineer,deserialization_security,High,owasp
,OWASP Broken Access Control Cheat Sheet,application_security,Framework,appsec_engineer,access_control,High,owasp
,OWASP Cryptographic Failures Cheat Sheet,application_security,Framework,appsec_engineer,crypto_security,High,owasp
,OWASP Injection Cheat Sheet,application_security,Framework,appsec_engineer,injection_prevention,High,owasp
,OWASP Insecure Design Cheat Sheet,application_security,Framework,appsec_engineer,secure_design,High,owasp
,OWASP Vulnerable and Outdated Components Cheat Sheet,application_security,Framework,appsec_engineer,dependency_security,High,owasp
,OWASP Identification and Authentication Failures Cheat Sheet,application_security,Framework,appsec_engineer,authentication_security,High,owasp
,OWASP Software and Data Integrity Failures Cheat Sheet,application_security,Framework,appsec_engineer,integrity_security,High,owasp
,OWASP Security Logging and Monitoring Failures Cheat Sheet,application_security,Framework,appsec_engineer,security_monitoring,High,owasp
,TruffleHog,application_security,Open Source,ci_cd_security_engineer,secrets_detection_task,High,comprehensive_csv
,GitLeaks,application_security,Open Source,ci_cd_security_engineer,secrets_detection_task,High,comprehensive_csv
,Detect-secrets,application_security,Open Source,ci_cd_security_engineer,secrets_detection_task,High,comprehensive_csv
,AFL++,application_security,Open Source,appsec_chaos_engineer,fuzz_testing_task,High,comprehensive_csv
,libFuzzer,application_security,Open Source,appsec_chaos_engineer,fuzz_testing_task,High,comprehensive_csv
,OSS-Fuzz,application_security,Open Source,appsec_chaos_engineer,fuzz_testing_task,High,comprehensive_csv
,Chaos Monkey,application_security,Open Source,appsec_chaos_engineer,appsec_chaos_task,High,comprehensive_csv
,Litmus,application_security,Open Source,appsec_chaos_engineer,appsec_chaos_task,High,comprehensive_csv
,Chaos Toolkit,application_security,Open Source,appsec_chaos_engineer,appsec_chaos_task,High,comprehensive_csv
,HackerOne API,application_security,Open Source,bug_bounty_manager,bug_bounty_integration_task,High,comprehensive_csv
,Bugcrowd API,application_security,Open Source,bug_bounty_manager,bug_bounty_integration_task,High,comprehensive_csv
,SonarQube,application_security,Open Source,secure_code_mentor,secure_code_review_task,High,comprehensive_csv
,FOSSA,application_security,Open Source,oss_risk_analyst,oss_license_audit_task,High,comprehensive_csv
,WhiteSource,application_security,Open Source,oss_risk_analyst,oss_license_audit_task,High,comprehensive_csv
,Checkov,application_security,Open Source,ci_cd_security_engineer,iac_scanning_task,High,comprehensive_csv
,Terrascan,application_security,Open Source,ci_cd_security_engineer,iac_scanning_task,High,comprehensive_csv
,TFSec,application_security,Open Source,ci_cd_security_engineer,iac_scanning_task,High,comprehensive_csv
,Trivy,application_security,Open Source,ci_cd_security_engineer,container_scanning_task,High,comprehensive_csv,https://github.com/aquasecurity/trivy
,Clair,application_security,Open Source,ci_cd_security_engineer,container_scanning_task,High,comprehensive_csv
,Anchore,application_security,Open Source,ci_cd_security_engineer,container_scanning_task,High,comprehensive_csv
,Jenkins,application_security,Open Source,ci_cd_security_engineer,ci_cd_pipeline_security_task,High,comprehensive_csv
,GitLab CI,application_security,Open Source,ci_cd_security_engineer,ci_cd_pipeline_security_task,High,comprehensive_csv
,GitHub Actions,application_security,Open Source,ci_cd_security_engineer,ci_cd_pipeline_security_task,High,comprehensive_csv
,SonarLint,application_security,Open Source,secure_code_mentor,ide_security_feedback_task,High,comprehensive_csv
,Grafana,application_security,Open Source,appsec_auditor,appsec_metrics_reporting_task,High,comprehensive_csv
,Kibana,application_security,Open Source,appsec_auditor,appsec_metrics_reporting_task,High,comprehensive_csv
,Veracode,application_security,Commercial,appsec_engineer,enterprise_sast_dast,High,comprehensive_csv,https://docs.veracode.com/api
,Checkmarx One,application_security,Commercial,appsec_engineer,enterprise_sast,High,comprehensive_csv,https://checkmarx.atlassian.net/wiki/spaces/KC/pages/1187774721/Checkmarx+One+API
,Synopsys Coverity / Black Duck,application_security,Commercial,appsec_engineer,enterprise_sast_sca,High,comprehensive_csv,https://docs.synopsys.com/bundle/coverity-api
,Fortify (Micro Focus),application_security,Commercial,appsec_engineer,enterprise_sast_dast,High,comprehensive_csv,https://docs.microfocus.com/en-us/fortify
,Contrast Security,application_security,Commercial,appsec_engineer,iast_rasp,High,comprehensive_csv,https://docs.contrastsecurity.com/api
,AppScan (HCL),application_security,Commercial,appsec_engineer,enterprise_dast,High,comprehensive_csv,https://help.hcltechsw.com/appscan
,Burp Suite Pro / Enterprise,application_security,Commercial,appsec_engineer,penetration_testing,High,comprehensive_csv,https://portswigger.net/burp/enterprise
,WhiteSource / Mend,application_security,Commercial,appsec_engineer,sca_license_compliance,High,comprehensive_csv,https://docs.mend.io/api
,Snyk,application_security,Commercial,appsec_engineer,developer_friendly_sca,High,comprehensive_csv,https://docs.snyk.io/api
,GitHub Advanced Security,application_security,Commercial,appsec_engineer,integrated_security,High,comprehensive_csv,https://docs.github.com/en/rest
,SonarCloud,application_security,Commercial,appsec_engineer,static_analysis,High,comprehensive_csv
,GitLab Security,application_security,Commercial,appsec_engineer,devsecops,High,comprehensive_csv
,JFrog Xray,application_security,Commercial,appsec_engineer,dependency_scanning,Medium,comprehensive_csv
,Aqua Security,application_security,Commercial,appsec_engineer,container_security,High,comprehensive_csv
,Cloudflare WAF,application_security,Commercial,runtime_appsec_engineer,runtime_waf_task,High,comprehensive_csv
,AWS WAF,application_security,Commercial,runtime_appsec_engineer,runtime_waf_task,High,comprehensive_csv
,Imperva RASP,application_security,Commercial,runtime_appsec_engineer,runtime_rasp_task,High,comprehensive_csv
,Sqreen,application_security,Commercial,runtime_appsec_engineer,runtime_rasp_task,High,comprehensive_csv
,Tableau,application_security,Commercial,appsec_auditor,appsec_metrics_reporting_task,High,comprehensive_csv
